iter	Passed	Remaining
3210	1587321	8314989
3211	1587751	8314149
3212	1588177	8313296
3213	1588591	8312372
3214	1588998	8311420
3215	1589431	8310596
3216	1589848	8309691
3217	1590282	8308877
3218	1590732	8308150
3219	1591176	8307385
3220	1591638	8306721
3221	1592116	8306134
3222	1592549	8305318
3223	1593077	8304994
3224	1593645	8304879
3225	1594059	8303960
3226	1594499	8303177
3227	1594986	8302640
3228	1595425	8301856
3229	1595919	8301354
3230	1596391	8300738
3231	1596892	8300276
3232	1597369	8299688
3233	1597806	8298892
3234	1598277	8298270
3235	1598713	8297472
3236	1599159	8296724
3237	1599628	8296090
3238	1600075	8295350
3239	1600541	8294705
3240	1601013	8294093
3241	1601445	8293268
3242	1601932	8292732
3243	1602396	8292078
3244	1602851	8291380
3245	1603303	8290660
3246	1603774	8290043
3247	1604259	8289497
3248	1604730	8288882
3249	1605193	8288221
3250	1605643	8287497
3251	1606137	8286998
3252	1606590	8286288
3253	1607063	8285679
3254	1607522	8285002
3255	1607984	8284336
3256	1608443	8283658
3257	1608897	8282954
3258	1609357	8282276
3259	1609820	8281623
3260	1610280	8280946
3261	1610724	8280194
3262	1611175	8279470
3263	1611659	8278926
3264	1612155	8278434
3265	1612640	8277891
3266	1613077	8277099
3267	1613572	8276609
3268	1614060	8276081
3269	1614525	8275434
3270	1614984	8274754
3271	1615437	8274049
3272	1615888	8273328
3273	1616364	8272737
3274	1616824	8272068
3275	1617325	8271608
3276	1617802	8271023
3277	1618267	8270377
3278	1618706	8269594
3279	1619141	8268798
3280	1619615	8268198
3281	1620082	8267561
3282	1620536	8266862
3283	1621153	8266993
3284	1621590	8266205
3285	1622025	8265405
3286	1622517	8264899
3287	1623007	8264382
3288	1623473	8263740
3289	1623924	8263026
3290	1624368	8262273
3291	1624814	8261533
3292	1625291	8260951
3293	1625739	8260219
3294	1626192	8259515
3295	1626658	8258878
3296	1627125	8258241
3297	1627589	8257593
3298	1628012	8256736
3299	1628444	8255928
3300	1628888	8255178
3301	1629321	8254369
3302	1629773	8253665
3303	1630221	8252935
3304	1630678	8252249
3305	1631170	8251745
3306	1631686	8251362
3307	1632137	8250650
3308	1632611	8250049
3309	1633031	8249182
3310	1633489	8248506
3311	1633929	8247734
3312	1634395	8247101
3313	1634800	8246153
3314	1635264	8245507
3315	1635715	8244795
3316	1636149	8243999
3317	1636632	8243451
3318	1637085	8242747
3319	1637522	8241968
3320	1637984	8241309
3321	1638402	8240432
3322	1638866	8239788
3323	1639305	8239016
3324	1639733	8238190
3325	1640167	8237397
3326	1640597	8236581
3327	1641023	8235745
3328	1641446	8234894
3329	1641905	8234226
3330	1642352	8233493
3331	1642791	8232724
3332	1643233	8231971
3333	1643661	8231150
3334	1644101	8230383
3335	1644540	8229614
3336	1644976	8228835
3337	1645448	8228232
3338	1645899	8227523
3339	1646352	8226822
3340	1646788	8226041
3341	1647228	8225277
3342	1647723	8224793
3343	1648165	8224041
3344	1648605	8223277
3345	1649042	8222500
3346	1649485	8221756
3347	1649910	8220919
3348	1650329	8220053
3349	1650740	8219145
3350	1651187	8218423
3351	1651630	8217674
3352	1652053	8216831
3353	1652490	8216056
3354	1652946	8215374
3355	1653448	8214922
3356	1653875	8214098
3357	1654295	8213241
3358	1654735	8212483
3359	1655190	8211798
3360	1655661	8211191
3361	1656107	8210463
3362	1656555	8209744
3363	1657109	8209550
3364	1657664	8209364
3365	1658135	8208756
3366	1658563	8207941
3367	1659020	8207265
3368	1659458	8206495
3369	1659900	8205752
3370	1660336	8204971
3371	1660789	8204281
3372	1661264	8203694
3373	1661722	8203028
3374	1662159	8202254
3375	1662615	8201580
3376	1663100	8201044
3377	1663517	8200172
3378	1663970	8199480
3379	1664425	8198797
3380	1664856	8197999
3381	1665278	8197155
3382	1665838	8196990
3383	1666315	8196418
3384	1666791	8195841
3385	1667243	8195142
3386	1667694	8194442
3387	1668164	8193833
3388	1668624	8193176
3389	1669080	8192503
3390	1669532	8191807
3391	1669953	8190961
3392	1670359	8190038
3393	1670799	8189284
3394	1671266	8188664
3395	1671673	8187746
3396	1672099	8186928
3397	1672569	8186318
3398	1673022	8185633
3399	1673473	8184932
3400	1673914	8184182
3401	1674359	8183456
3402	1674805	8182731
3403	1675278	8182142
3404	1675731	8181456
3405	1676225	8180967
3406	1676709	8180428
3407	1677149	8179679
3408	1702647	8301092
3409	1703294	8301311
3410	1703688	8300287
3411	1704221	8299946
3412	1704956	8300590
3413	1705590	8300740
3414	1706064	8300111
3415	1706517	8299380
3416	1706980	8298698
3417	1707412	8297865
3418	1707848	8297049
3419	1708270	8296169
3420	1708724	8295444
3421	1709192	8294789
3422	1709618	8293925
3423	1710056	8293122
3424	1710504	8292367
3425	1710903	8291379
3426	1711340	8290572
3427	1711765	8289706
3428	1712239	8289081
3429	1712698	8288381
3430	1713158	8287683
3431	1713600	8286904
3432	1714030	8286066
3433	1714482	8285331
3434	1714928	8284570
3435	1715361	8283743
3436	1715788	8282891
3437	1716233	8282125
3438	1716685	8281396
3439	1717142	8280685
3440	1717582	8279899
3441	1718015	8279075
3442	1718483	8278420
3443	1718922	8277626
3444	1719383	8276941
3445	1719836	8276214
3446	1720288	8275483
3447	1720724	8274673
3448	1721174	8273934
3449	1721599	8273077
3450	1722046	8272322
3451	1722495	8271577
3452	1722935	8270790
3453	1723357	8269917
3454	1723770	8269000
3455	1724237	8268342
3456	1724693	8267635
3457	1725124	8266805
3458	1725648	8266421
3459	1726085	8265620
3460	1726522	8264819
3461	1726954	8263998
3462	1727423	8263350
3463	1727859	8262548
3464	1728293	8261730
3465	1728750	8261027
3466	1729172	8260157
3467	1729655	8259580
3468	1730092	8258780
3469	1730552	8258092
3470	1730971	8257208
3471	1731412	8256428
3472	1731850	8255639
3473	1732274	8254775
3474	1732706	8253956
3475	1733167	8253272
3476	1733653	8252711
3477	1734122	8252064
3478	1734807	8252448
3479	1735296	8251899
3480	1735719	8251037
3481	1736165	8250284
3482	1736597	8249460
3483	1737056	8248768
3484	1737516	8248085
3485	1737939	8247221
3486	1738384	8246464
3487	1738834	8245729
3488	1739270	8244929
3489	1739728	8244234
3490	1740180	8243512
3491	1740637	8242812
3492	1741083	8242058
3493	1741528	8241304
3494	1741992	8240635
3495	1742442	8239906
3496	1742895	8239188
3497	1743319	8238334
3498	1743745	8237486
3499	1744214	8236846
3500	1744648	8236040
3501	1745121	8235416
3502	1745546	8234567
3503	1745983	8233775
3504	1746448	8233114
3505	1746873	8232264
3506	1747333	8231584
3507	1747753	8230712
3508	1748198	8229958
3509	1748685	8229403
3510	1749113	8228567
3511	1749537	8227715
3512	1750024	8227159
3513	1750444	8226288
3514	1750890	8225542
3515	1751333	8224782
3516	1751781	8224042
3517	1752255	8223429
3518	1752706	8222703
3519	1753146	8221926
3520	1753568	8221067
3521	1753996	8220235
3522	1754459	8219568
3523	1754906	8218827
3524	1755338	8218017
3525	1755803	8217361
3526	1756240	8216571
3527	1756681	8215800
3528	1757116	8215005
3529	1757585	8214369
3530	1758026	8213600
3531	1758450	8212750
3532	1758901	8212028
3533	1759339	8211247
3534	1759794	8210543
3535	1760230	8209753
3536	1760671	8208989
3537	1761089	8208112
3538	1761514	8207272
3539	1761933	8206400
3540	1762400	8205755
3541	1762842	8204997
3542	1763300	8204306
3543	1763730	8203488
3544	1764205	8202883
3545	1764663	8202197
3546	1765092	8201373
3547	1765533	8200609
3548	1765990	8199917
3549	1766475	8199356
3550	1766917	8198597
3551	1767350	8197796
3552	1767802	8197079
3553	1768251	8196356
3554	1768692	8195587
3555	1769150	8194905
3556	1769575	8194068
3557	1770063	8193519
3558	1770511	8192787
3559	1770951	8192022
3560	1771414	8191361
3561	1771859	8190616
3562	1772277	8189746
3563	1772713	8188959
3564	1773142	8188143
3565	1773593	8187426
3566	1774044	8186708
3567	1774484	8185943
3568	1774918	8185150
3569	1775341	8184305
3570	1775777	8183518
3571	1776226	8182796
3572	1776669	8182043
3573	1777124	8181346
3574	1777572	8180617
3575	1778037	8179966
3576	1778520	8179400
3577	1778982	8178739
3578	1779438	8178048
3579	1779860	8177197
3580	1780343	8176633
3581	1780791	8175902
3582	1781210	8175045
3583	1781662	8174335
3584	1782084	8173488
3585	1782508	8172653
3586	1782930	8171805
3587	1783367	8171028
3588	1783834	8170391
3589	1784299	8169742
3590	1784736	8168964
3591	1785181	8168227
3592	1785623	8167474
3593	1786081	8166793
3594	1786544	8166136
3595	1786970	8165310
3596	1787424	8164612
3597	1787885	8163948
3598	1788335	8163231
3599	1788789	8162532
3600	1789217	8161717
3601	1789686	8161090
3602	1790191	8160624
3603	1790641	8159912
3604	1791095	8159212
3605	1791559	8158561
3606	1792006	8157834
3607	1792455	8157117
3608	1792918	8156459
3609	1793361	8155713
3610	1793812	8155004
3611	1794256	8154265
3612	1794890	8154384
3613	1795329	8153622
3614	1795771	8152874
3615	1796223	8152165
3616	1796666	8151421
3617	1797114	8150702
3618	1797539	8149874
3619	1797987	8149149
3620	1798457	8148530
3621	1798920	8147875
3622	1799360	8147116
3623	1799788	8146306
3624	1800207	8145452
3625	1800668	8144791
3626	1801099	8143993
3627	1801561	8143335
3628	1801988	8142520
3629	1802427	8141761
3630	1802854	8140945
3631	1803279	8140122
3632	1803761	8139555
3633	1804184	8138720
3634	1804661	8138131
3635	1805109	8137413
3636	1805568	8136743
3637	1806016	8136025
3638	1806462	8135295
3639	1806918	8134612
3640	1807392	8134010
3641	1807808	8133148
3642	1808233	8132328
3643	1808683	8131616
3644	1809092	8130722
3645	1809540	8130008
3646	1810007	8129373
3647	1810467	8128708
3648	1810925	8128040
3649	1811368	8127298
3650	1811835	8126664
3651	1812272	8125900
3652	1812747	8125302
3653	1813199	8124603
3654	1813666	8123974
3655	1814089	8123146
3656	1814557	8122517
3657	1815016	8121851
3658	1815457	8121105
3659	1815457	8121105
3660	1815964	8120155
3661	1816411	8119431
3662	1817167	8120094
3663	1817664	8119597
3664	1818250	8119497
3665	1818719	8118872
3666	1819161	8118131
3667	1819597	8117364
3668	1820054	8116688
3669	1820510	8116005
3670	1820935	8115187
3671	1821399	8114543
3672	1821834	8113774
3673	1822265	8112980
3674	1822734	8112360
3675	1823138	8111450
3676	1823579	8110704
3677	1824001	8109875
3678	1824457	8109198
3679	1824893	8108431
3680	1825301	8107536
3681	1825763	8106887
3682	1826195	8106100
3683	1826602	8105206
3684	1827039	8104445
3685	1827480	8103699
3686	1827928	8102987
3687	1828365	8102227
3688	1828818	8101537
3689	1829259	8100795
3690	1829726	8100166
3691	1830151	8099352
3692	1830619	8098729
3693	1831035	8097875
3694	1831472	8097115
3695	1831903	8096329
3696	1832340	8095566
3697	1832793	8094877
3698	1833231	8094124
3699	1833659	8093324
3700	1834092	8092547
3701	1834543	8091851
3702	1834974	8091064
3703	1835417	8090331
3704	1835820	8089423
3705	1836245	8088616
3706	1836667	8087791
3707	1837104	8087030
3708	1837617	8086606
3709	1838094	8086029
3710	1838568	8085431
3711	1839001	8084659
3712	1839429	8083860
3713	1839857	8083064
3714	1840264	8082177
3715	1840701	8081418
3716	1841146	8080699
3717	1841617	8080091
3718	1842072	8079413
3719	1842516	8078685
3720	1842952	8077927
3721	1843394	8077195
3722	1843818	8076383
3723	1844246	8075585
3724	1844697	8074893
3725	1845130	8074120
3726	1845566	8073359
3727	1846009	8072631
3728	1846454	8071912
3729	1846894	8071173
3730	1847572	8071469
3731	1848092	8071078
3732	1848548	8070408
3733	1849016	8069788
3734	1849475	8069129
3735	1850029	8068886
3736	1850592	8068680
3737	1851129	8068364
3738	1851642	8067941
3739	1852121	8067372
3740	1852611	8066846
3741	1853095	8066300
3742	1853541	8065586
3743	1853992	8064892
3744	1854462	8064284
3745	1854937	8063694
3746	1855390	8063010
3747	1855835	8062291
3748	1856310	8061703
3749	1856780	8061096
3750	1857224	8060373
3751	1857683	8059716
3752	1858123	8058976
3753	1858559	8058220
3754	1859033	8057628
3755	1859458	8056825
3756	1859876	8055991
3757	1860341	8055362
3758	1860799	8054701
3759	1861291	8054190
3760	1861735	8053469
3761	1862159	8052663
3762	1862609	8051966
3763	1863037	8051176
3764	1863493	8050511
3765	1863966	8049915
3766	1864411	8049199
3767	1864841	8048418
3768	1865266	8047618
3769	1865702	8046863
3770	1866121	8046036
3771	1866544	8045229
3772	1866998	8044551
3773	1867444	8043841
3774	1867891	8043134
3775	1868333	8042410
3776	1868788	8041737
3777	1869236	8041038
3778	1869680	8040319
3779	1870117	8039571
3780	1870546	8038788
3781	1871004	8038130
3782	1871491	8037601
3783	1871952	8036955
3784	1872410	8036300
3785	1872851	8035568
3786	1873308	8034909
3787	1873747	8034170
3788	1874185	8033426
3789	1874628	8032706
3790	1875068	8031970
3791	1875528	8031324
3792	1875979	8030638
3793	1876448	8030028
3794	1876899	8029342
3795	1877334	8028589
3796	1877784	8027898
3797	1878249	8027273
3798	1878697	8026575
3799	1879142	8025864
3800	1879615	8025273
3801	1880065	8024584
3802	1880514	8023893
3803	1880942	8023109
3804	1881407	8022483
3805	1881837	8021710
3806	1882285	8021012
3807	1882742	8020355
3808	1883203	8019714
3809	1883623	8018897
3810	1884057	8018141
3811	1884502	8017430
3812	1884964	8016793
3813	1885419	8016128
3814	1885851	8015363
3815	1886279	8014582
3816	1886716	8013840
3817	1887174	8013186
3818	1887618	8012474
3819	1888093	8011896
3820	1888517	8011098
3821	1888958	8010373
3822	1889442	8009830
3823	1889877	8009081
3824	1890332	8008415
3825	1890745	8007571
3826	1891192	8006874
3827	1891653	8006235
3828	1892089	8005488
3829	1892564	8004908
3830	1892998	8004155
3831	1893449	8003474
3832	1893892	8002761
3833	1894346	8002091
3834	1894781	8001343
3835	1895228	8000647
3836	1895670	7999925
3837	1896114	7999217
3838	1896547	7998462
3839	1897011	7997834
3840	1897455	7997126
3841	1897878	7996327
3842	1898342	7995704
3843	1898853	7995276
3844	1899308	7994615
3845	1899775	7994000
3846	1900202	7993222
3847	1900656	7992553
3848	1901091	7991809
3849	1901535	7991101
3850	1901981	7990398
3851	1902424	7989687
3852	1902866	7988970
3853	1903310	7988264
3854	1903787	7987693
3855	1904239	7987019
3856	1904727	7986495
3857	1905195	7985889
3858	1905616	7985085
3859	1906060	7984381
3860	1906508	7983690
3861	1906939	7982930
3862	1907391	7982256
3863	1907836	7981554
3864	1908281	7980852
3865	1908720	7980123
3866	1909186	7979509
3867	1909641	7978848
3868	1910096	7978188
3869	1910559	7977564
3870	1911018	7976918
3871	1911471	7976253
3872	1911915	7975546
3873	1912363	7974857
3874	1912812	7974173
3875	1913258	7973477
3876	1913712	7972813
3877	1914153	7972096
3878	1914573	7971292
3879	1915030	7970639
3880	1915458	7969871
3881	1915881	7969077
3882	1916321	7968358
3883	1916744	7967566
3884	1917178	7966819
3885	1917591	7965987
3886	1918050	7965345
3887	1918489	7964624
3888	1919150	7964820
3889	1919656	7964375
3890	1920151	7963881
3891	1920594	7963174
3892	1921058	7962554
3893	1921503	7961857
3894	1921936	7961109
3895	1922358	7960314
3896	1922779	7959514
3897	1923211	7958762
3898	1923664	7958098
3899	1924088	7957314
3900	1924508	7956514
3901	1924956	7955827
3902	1925384	7955061
3903	1925830	7954367
3904	1926268	7953641
3905	1926730	7953015
3906	1927190	7952377
3907	1927642	7951710
3908	1928091	7951031
3909	1928517	7950253
3910	1928946	7949494
3911	1929380	7948750
3912	1929788	7947901
3913	1930255	7947296
3914	1930667	7946463
3915	1931088	7945670
3916	1931534	7944980
3917	1931970	7944248
3918	1932411	7943533
3919	1932877	7942927
3920	1933307	7942171
3921	1933764	7941523
3922	1934218	7940863
3923	1934667	7940187
3924	1935117	7939513
3925	1935577	7938880
3926	1936040	7938259
3927	1936466	7937488
3928	1936883	7936679
3929	1937318	7935942
3930	1937795	7935380
3931	1938227	7934633
3932	1938700	7934055
3933	1938700	7934055
3934	1939247	7933286
3935	1939748	7932818
3936	1940684	7934133
3937	1941426	7934655
3938	1941949	7934277
3939	1942473	7933907
3940	1942983	7933479
3941	1943475	7932975
3942	1943961	7932449
3943	1944403	7931741
3944	1944856	7931081
3945	1945301	7930386
3946	1945750	7929713
3947	1946196	7929023
3948	1946623	7928255
3949	1947065	7927548
3950	1947481	7926737
3951	1947910	7925980
3952	1948356	7925293
3953	1948806	7924621
3954	1949265	7923985
3955	1949707	7923279
3956	1950177	7922689
3957	1950611	7921952
3958	1951037	7921181
3959	1951475	7920463
3960	1951921	7919772
3961	1952379	7919137
3962	1952809	7918382
3963	1953270	7917756
3964	1953713	7917056
3965	1954169	7916410
3966	1954594	7915638
3967	1955033	7914921
3968	1955456	7914143
3969	1955888	7913401
3970	1956329	7912695
3971	1956781	7912029
3972	1957212	7911285
3973	1957643	7910539
3974	1958049	7909692
3975	1958536	7909169
3976	1958960	7908397
3977	1959395	7907664
3978	1959849	7907012
3979	1960276	7906250
3980	1960706	7905499
3981	1961114	7904663
3982	1961538	7903890
3983	1961950	7903068
3984	1962399	7902395
3985	1962852	7901738
3986	1963279	7900978
3987	1963715	7900253
3988	1964160	7899567
3989	1964597	7898847
3990	1965037	7898137
3991	1965463	7897372
3992	1965913	7896708
3993	1966371	7896071
3994	1966863	7895573
3995	1967334	7894991
3996	1967781	7894310
3997	1968238	7893672
3998	1968698	7893046
3999	1969163	7892439
4000	1969579	7891635
4001	1970123	7891345
4002	1970731	7891311
4003	1971216	7890783
4004	1971622	7889942
4005	1972045	7889168
4006	1972476	7888427
4007	1972919	7887733
4008	1973390	7887151
4009	1973858	7886555
4010	1974309	7885893
4011	1974750	7885191
4012	1975208	7884558
4013	1975662	7883908
4014	1976127	7883303
4015	1976566	7882594
4016	1977014	7881920
4017	1977463	7881250
4018	1977911	7880579
4019	1978329	7879788
4020	1978832	7879332
4021	1979258	7878572
4022	1979697	7877863
4023	1980166	7877274
4024	1980624	7876644
4025	1981109	7876119
4026	1981537	7875365
4027	1981982	7874682
4028	1982456	7874115
4029	1982945	7873604
4030	1983383	7872894
4031	1983847	7872283
4032	1984328	7871743
4033	1984759	7871004
4034	1985246	7870488
4035	1985735	7869979
4036	1986197	7869364
4037	1986685	7868850
4038	1987186	7868390
4039	1987639	7867740
4040	1988173	7867410
4041	1988616	7866718
4042	1989104	7866206
4043	1989585	7865664
4044	1990041	7865028
4045	1990493	7864371
4046	1990929	7863653
4047	1991375	7862976
4048	1991863	7862465
4049	1992317	7861816
4050	1992772	7861174
4051	1993248	7860613
4052	1993715	7860020
4053	1994177	7859403
4054	1994640	7858796
4055	1995096	7858155
4056	1995533	7857445
4057	1995969	7856725
4058	1996407	7856018
4059	1996847	7855316
4060	1997259	7854508
4061	1997725	7853910
4062	1998164	7853204
4063	1998603	7852501
4064	1999083	7851957
4065	1999532	7851292
4066	1999943	7850478
4067	2000405	7849867
4068	2000857	7849215
4069	2001313	7848577
4070	2001734	7847804
4071	2002180	7847130
4072	2002622	7846436
4073	2003052	7845699
4074	2003493	7845005
4075	2003926	7844277
4076	2004358	7843548
4077	2004794	7842836
4078	2005241	7842163
4079	2005681	7841464
4080	2006147	7840869
4081	2006595	7840204
4082	2007047	7839552
4083	2007497	7838891
4084	2007939	7838202
4085	2008374	7837485
4086	2008783	7836668
4087	2009250	7836076
4088	2009697	7835408
4089	2010099	7834563
4090	2010531	7833833
4091	2010979	7833167
4092	2011424	7832491
4093	2011856	7831765
4094	2012310	7831124
4095	2012756	7830448
4096	2013218	7829839
4097	2013666	7829175
4098	2014078	7828369
4099	2014533	7827734
4100	2014956	7826971
4101	2015402	7826297
4102	2015829	7825554
4103	2016283	7824912
4104	2016733	7824255
4105	2017192	7823636
4106	2017661	7823051
4107	2018113	7822406
4108	2018552	7821707
4109	2019000	7821044
4110	2019466	7820450
4111	2019910	7819771
4112	2020366	7819139
4113	2020813	7818471
4114	2021237	7817713
4115	2021683	7817044
4116	2022100	7816264
4117	2022543	7815579
4118	2023041	7815112
4119	2023535	7814627
4120	2023982	7813960
4121	2024426	7813280
4122	2024897	7812710
4123	2025352	7812073
4124	2025817	7811475
4125	2026279	7810868
4126	2026736	7810243
4127	2027184	7809582
4128	2027635	7808930
4129	2028077	7808247
4130	2028504	7807502
4131	2028927	7806745
4132	2029378	7806095
4133	2029821	7805416
4134	2030445	7805430
4135	2030943	7804964
4136	2031433	7804463
4137	2031870	7803759
4138	2032319	7803103
4139	2032754	7802392
4140	2033191	7801688
4141	2033634	7801009
4142	2034084	7800358
4143	2034537	7799715
4144	2035022	7799198
4145	2035466	7798520
4146	2035874	7797709
4147	2036332	7797089
4148	2036768	7796383
4149	2037181	7795588
4150	2037625	7794912
4151	2038075	7794260
4152	2038526	7793614
4153	2038957	7792888
4154	2039393	7792183
4155	2039872	7791644
4156	2040325	7791003
4157	2040768	7790325
4158	2041243	7789770
4159	2041671	7789034
4160	2042109	7788337
4161	2042563	7787702
4162	2043021	7787085
4163	2043472	7786437
4164	2043892	7785673
4165	2044308	7784891
4166	2044748	7784201
4167	2045218	7783629
4168	2045652	7782918
4169	2046069	7782143
4170	2046502	7781428
4171	2046950	7780771
4172	2047408	7780151
4173	2047863	7779522
4174	2048309	7778855
4175	2048749	7778170
4176	2049216	7777585
4177	2049680	7776987
4178	2050164	7776468
4179	2050614	7775819
4180	2051070	7775192
4181	2064235	7822731
4182	2064839	7822649
4183	2065305	7822048
4184	2066089	7822648
4185	2066655	7822424
4186	2067299	7822495
4187	2067788	7821979
4188	2068245	7821340
4189	2068706	7820718
4190	2069165	7820092
4191	2069617	7819433
4192	2070086	7818844
4193	2070531	7818162
4194	2071019	7817640
4195	2071483	7817032
4196	2071961	7816474
4197	2072401	7815772
4198	2072838	7815060
4199	2073295	7814425
4200	2073713	7813640
4201	2074141	7812895
4202	2074612	7812313
4203	2075054	7811619
4204	2075510	7810980
4205	2075936	7810228
4206	2076360	7809469
4207	2076801	7808774
4208	2077254	7808122
4209	2077668	7807327
4210	2078111	7806637
4211	2078577	7806038
4212	2079035	7805406
4213	2079539	7804947
4214	2079978	7804245
4215	2080417	7803543
4216	2080854	7802833
4217	2081301	7802163
4218	2081715	7801364
4219	2082180	7800761
4220	2082628	7800093
4221	2083068	7799396
4222	2083552	7798863
4223	2083991	7798163
4224	2084410	7797387
4225	2084887	7796825
4226	2085338	7796170
4227	2085784	7795495
4228	2086264	7794948
4229	2086739	7794381
4230	2087226	7793862
4231	2087687	7793242
4232	2088118	7792511
4233	2088570	7791860
4234	2089014	7791180
4235	2089456	7790491
4236	2089915	7789865
4237	2090381	7789267
4238	2090864	7788730
4239	2091320	7788091
4240	2091744	7787339
4241	2092229	7786811
4242	2092718	7786296
4243	2093156	7785593
4244	2093593	7784886
4245	2094061	7784295
4246	2094512	7783640
4247	2094964	7782989
4248	2095415	7782336
4249	2095870	7781695
4250	2096537	7781844
4251	2097055	7781438
4252	2097488	7780719
4253	2097956	7780128
4254	2098399	7779442
4255	2098857	7778816
4256	2099322	7778215
4257	2099760	7777512
4258	2100211	7776858
4259	2100657	7776188
4260	2101123	7775588
4261	2101592	7775004
4262	2102053	7774387
4263	2102515	7773773
4264	2102948	7773055
4265	2103380	7772332
4266	2103841	7771717
4267	2104266	7770967
4268	2104726	7770348
4269	2105208	7769810
4270	2105661	7769166
4271	2106094	7768447
4272	2106550	7767811
4273	2107020	7767229
4274	2107472	7766580
4275	2107920	7765918
4276	2108360	7765225
4277	2108803	7764546
4278	2109271	7763956
4279	2109713	7763271
4280	2110190	7762715
4281	2110637	7762048
4282	2111077	7761358
4283	2111568	7760854
4284	2112007	7760160
4285	2112425	7759385
4286	2112881	7758754
4287	2113337	7758120
4288	2113777	7757429
4289	2114208	7756704
4290	2114655	7756041
4291	2115113	7755417
4292	2115554	7754730
4293	2116006	7754081
4294	2116445	7753388
4295	2116906	7752773
4296	2117339	7752057
4297	2117780	7751372
4298	2118232	7750727
4299	2118689	7750098
4300	2119127	7749402
4301	2119573	7748735
4302	2120024	7748083
4303	2120461	7747386
4304	2120889	7746649
4305	2121316	7745914
4306	2121793	7745361
4307	2122263	7744780
4308	2122724	7744170
4309	2123179	7743534
4310	2123642	7742930
4311	2124088	7742263
4312	2124568	7741720
4313	2124996	7740988
4314	2125429	7740275
4315	2125896	7739684
4316	2126336	7738996
4317	2126786	7738345
4318	2127241	7737712
4319	2127676	7737007
4320	2128132	7736377
4321	2128588	7735746
4322	2129019	7735024
4323	2129492	7734457
4324	2129943	7733813
4325	2130408	7733216
4326	2130857	7732561
4327	2131292	7731856
4328	2131779	7731339
4329	2132237	7730718
4330	2132692	7730084
4331	2133119	7729350
4332	2133574	7728719
4333	2134044	7728142
4334	2134467	7727392
4335	2134908	7726711
4336	2135357	7726059
4337	2135807	7725409
4338	2136255	7724749
4339	2136706	7724104
4340	2137149	7723429
4341	2137594	7722763
4342	2138026	7722046
4343	2138485	7721431
4344	2138941	7720804
4345	2139384	7720131
4346	2139840	7719502
4347	2140307	7718913
4348	2140783	7718359
4349	2141223	7717676
4350	2141701	7717128
4351	2142155	7716492
4352	2142621	7715902
4353	2143054	7715192
4354	2143524	7714615
4355	2143982	7713997
4356	2144420	7713308
4357	2144910	7712803
4358	2145328	7712040
4359	2145791	7711439
4360	2146239	7710782
4361	2146677	7710092
4362	2147120	7709419
4363	2147676	7709152
4364	2148228	7708871
4365	2148714	7708353
4366	2149163	7707702
4367	2149597	7706998
4368	2150020	7706254
4369	2150460	7705569
4370	2150895	7704871
4371	2151337	7704193
4372	2151805	7703612
4373	2152260	7702984
4374	2152696	7702286
4375	2153155	7701671
4376	2153583	7700947
4377	2154042	7700332
4378	2154486	7699665
4379	2154940	7699032
4380	2155371	7698319
4381	2155816	7697655
4382	2156258	7696979
4383	2156696	7696291
4384	2157151	7695664
4385	2157585	7694960
4386	2158042	7694341
4387	2158492	7693693
4388	2158943	7693052
4389	2159384	7692376
4390	2159834	7691731
4391	2160305	7691162
4392	2160749	7690495
4393	2161207	7689876
4394	2161668	7689272
4395	2162112	7688607
4396	2162576	7688010
4397	2163040	7687417
4398	2163493	7686783
4399	2163941	7686131
4400	2164387	7685474
4401	2164822	7684773
4402	2165290	7684196
4403	2165769	7683654
4404	2166193	7682918
4405	2166675	7682386
4406	2167131	7681763
4407	2167631	7681298
4408	2168068	7680609
4409	2168517	7679960
4410	2168517	7679960
4411	2169027	7679038
4412	2169484	7678418
4413	2170087	7678315
4414	2170595	7677877
4415	2171177	7677702
4416	2171663	7677183
4417	2172155	7676689
4418	2172638	7676164
4419	2173072	7675465
4420	2173493	7674716
4421	2173936	7674051
4422	2174419	7673523
4423	2174850	7672814
4424	2175255	7672011
4425	2175695	7671333
4426	2176121	7670606
4427	2176552	7669898
4428	2176989	7669208
4429	2177402	7668435
4430	2177869	7667855
4431	2178341	7667288
4432	2179513	7669188
4433	2183414	7680686
4434	2186537	7689439
4435	2189931	7699139
4436	2193916	7710914
4437	2197508	7721298
4438	2201118	7731738
4439	2204946	7742941
4440	2208216	7752174
4441	2211452	7761286
4442	2215020	7771554
4443	2215020	7771554
4444	2215610	7770874
4445	2216124	7770423
4446	2216647	7770004
4447	2217618	7771159
4448	2218398	7771642
4449	2218900	7771150
4450	2219402	7770657
4451	2219865	7770028
4452	2220662	7770569
4453	2221129	7769953
4454	2221805	7770072
4455	2222279	7769481
4456	2222756	7768903
4457	2223258	7768410
4458	2223714	7767755
4459	2224161	7767072
4460	2224632	7766471
4461	2225111	7765900
4462	2225534	7765130
4463	2225954	7764354
4464	2226385	7763615
4465	2226846	7762979
4466	2227293	7762295
4467	2227778	7761744
4468	2228234	7761093
4469	2228678	7760397
4470	2229129	7759730
4471	2229553	7758966
4472	2229973	7758188
4473	2230388	7757393
4474	2230820	7756659
4475	2231252	7755925
4476	2231693	7755223
4477	2232140	7754539
4478	2232575	7753814
4479	2233010	7753091
4480	2233438	7752342
