iter	RMSE
212	1.442049344
213	1.439828569
214	1.438520184
215	1.437366859
216	1.435618381
217	1.433831303
218	1.432531782
219	1.431247832
220	1.429423865
221	1.4276375
222	1.425678893
223	1.423444743
224	1.422147653
225	1.4200148
226	1.418542283
227	1.417108855
228	1.415629701
229	1.413867351
230	1.412897971
231	1.411439278
232	1.410292184
233	1.408307116
234	1.406372193
235	1.40541881
236	1.404318087
237	1.40278416
238	1.401775443
239	1.400231288
240	1.398296345
241	1.396050744
242	1.394836348
243	1.393363166
244	1.392200487
245	1.390183083
246	1.3890541
247	1.38746791
248	1.386043737
249	1.384955745
250	1.383947348
251	1.382217879
252	1.380528912
253	1.37914442
254	1.378175646
255	1.376115534
256	1.374741372
257	1.373519965
258	1.371998102
259	1.37095336
260	1.369756788
261	1.368265442
262	1.366659645
263	1.365069893
264	1.363449796
265	1.362312488
266	1.361014516
267	1.359823545
268	1.358636309
269	1.357599373
270	1.356555756
271	1.355146645
272	1.353535918
273	1.351936158
274	1.350578098
275	1.349372281
276	1.348091484
277	1.346911919
278	1.345701154
279	1.34415293
280	1.343274294
281	1.342405177
282	1.341507962
283	1.34050025
284	1.339504
285	1.338671163
286	1.337393433
287	1.336233333
288	1.335423878
289	1.334099808
290	1.332907434
291	1.331820774
292	1.330924845
293	1.32963257
294	1.328336146
295	1.327160622
296	1.326021238
297	1.325268076
298	1.324453649
299	1.323487051
300	1.322228279
301	1.321192294
302	1.320025292
303	1.319117286
304	1.317560328
305	1.316629342
306	1.315509951
307	1.314651442
308	1.31371197
309	1.312919719
310	1.31188982
311	1.310755248
312	1.309706906
313	1.308205496
314	1.307071335
315	1.305924084
316	1.304718842
317	1.303911862
318	1.303115472
319	1.302292493
320	1.301067024
321	1.299690666
322	1.29883304
323	1.297661852
324	1.29682567
325	1.295793317
326	1.294858306
327	1.29402774
328	1.293125414
329	1.292155055
330	1.291232067
331	1.290203806
332	1.288961574
333	1.288246398
334	1.287257158
335	1.285578103
336	1.284417096
337	1.283532191
338	1.282208013
339	1.281256694
340	1.280360937
341	1.27975257
342	1.278854129
343	1.278212208
344	1.277481991
345	1.276387702
346	1.275466814
347	1.274360699
348	1.27352692
349	1.272437453
350	1.271791188
351	1.271062161
352	1.269795298
353	1.269027853
354	1.26805067
355	1.267192933
356	1.266031708
357	1.265181765
358	1.264609982
359	1.263522501
360	1.262798309
361	1.261789172
362	1.260891094
363	1.259814738
364	1.259226722
365	1.258233321
366	1.257441325
367	1.256447223
368	1.255609733
369	1.255032777
370	1.254475542
371	1.25338222
372	1.252547527
373	1.251842445
374	1.250855342
375	1.249938721
376	1.249266417
377	1.248574736
378	1.247302315
379	1.246369512
380	1.245515276
381	1.244377737
382	1.243391038
383	1.242527863
384	1.241730993
385	1.241057357
386	1.239926388
387	1.239259397
388	1.238409806
389	1.237406359
390	1.236851588
391	1.235832684
392	1.234912186
393	1.233773097
394	1.232876564
395	1.232022045
396	1.231216064
397	1.230693189
398	1.230238254
399	1.229106246
400	1.228422738
401	1.227483981
402	1.22685493
403	1.226231576
404	1.225345721
405	1.22436612
406	1.223505428
407	1.222612537
408	1.221697822
409	1.221061789
410	1.220323318
411	1.219686284
412	1.218916661
413	1.218367148
414	1.21742489
415	1.216747467
416	1.216115673
417	1.215320905
418	1.214778675
419	1.214038003
420	1.21326758
421	1.21214103
422	1.211622537
423	1.211053995
424	1.210582305
425	1.2098948
426	1.209326152
427	1.208885919
428	1.20838268
429	1.207351215
430	1.206878919
431	1.205984299
432	1.205049456
433	1.204105718
434	1.203553545
435	1.20275751
436	1.201981782
437	1.201444822
438	1.200865796
439	1.200014756
440	1.199403405
441	1.198614667
442	1.197883447
443	1.197354651
444	1.19660446
445	1.195661324
446	1.194993366
447	1.194210056
448	1.193725558
449	1.192717849
450	1.191943754
451	1.190881744
452	1.19016787
453	1.189474849
454	1.188580304
455	1.188207043
456	1.187446205
457	1.186824395
458	1.186272404
459	1.185687376
460	1.184711475
461	1.1840323
462	1.183329013
463	1.182741261
464	1.18225314
465	1.181612344
466	1.180891068
467	1.180397191
468	1.179964169
469	1.179240351
470	1.178536281
471	1.177619707
472	1.176754204
473	1.176194923
474	1.175466289
475	1.174923389
476	1.174408001
477	1.173432123
478	1.172628187
479	1.171984904
480	1.171437388
481	1.170869803
482	1.169964225
483	1.169500528
484	1.169102888
485	1.168403925
486	1.167936178
487	1.167160198
488	1.16666233
489	1.165955322
490	1.165459651
491	1.164938256
492	1.164265327
493	1.163865063
494	1.163283704
495	1.162665998
496	1.162248622
497	1.161770734
498	1.161252507
499	1.16055818
500	1.159985122
501	1.159489585
502	1.158642628
503	1.158062234
504	1.157694072
505	1.157112178
506	1.15658293
507	1.155976904
508	1.155636084
509	1.155079488
510	1.154578565
511	1.154047032
512	1.153691593
513	1.153058182
514	1.152331218
515	1.151712917
516	1.15126782
517	1.150789944
518	1.150133203
519	1.149138082
520	1.148665918
521	1.148232415
522	1.147640962
523	1.146903016
524	1.146528321
525	1.145917605
526	1.145198032
527	1.144606881
528	1.14385475
529	1.143257233
530	1.142522382
531	1.141876633
532	1.141281845
533	1.140912343
534	1.140303412
535	1.139940148
536	1.139339422
537	1.13848026
538	1.137879137
539	1.137346537
540	1.136794101
541	1.136359691
542	1.135881493
543	1.135217825
544	1.134692771
545	1.134297135
546	1.133829177
547	1.133223679
548	1.13280446
549	1.132245216
550	1.131423478
551	1.130963928
552	1.130506102
553	1.129921062
554	1.129322086
555	1.128772547
556	1.12801817
557	1.12712057
558	1.126556146
559	1.126093293
560	1.125820715
561	1.125166049
562	1.124759263
563	1.124238658
564	1.123835545
565	1.123269607
566	1.12255816
567	1.122152594
568	1.121816348
569	1.121302991
570	1.120601728
571	1.120196836
572	1.119610517
573	1.11893829
574	1.118516702
575	1.117735741
576	1.117421819
577	1.11674857
578	1.11612559
579	1.115627124
580	1.115189793
581	1.114593922
582	1.113962291
583	1.113321988
584	1.11286412
585	1.112252431
586	1.111761829
587	1.111389932
588	1.111072077
589	1.110509682
590	1.109994568
591	1.109674887
592	1.109111114
593	1.108402365
594	1.107949781
595	1.107331825
596	1.106709161
597	1.106159042
598	1.105763829
599	1.105265097
600	1.104830995
601	1.104123103
602	1.1036902
603	1.103342278
604	1.102997549
605	1.102572683
606	1.10200063
607	1.101619447
608	1.101302767
609	1.100988522
610	1.10044618
611	1.099987181
612	1.099360376
613	1.098767179
614	1.098337803
615	1.097839736
616	1.097337706
617	1.096976444
618	1.096541704
619	1.096175634
620	1.095725853
621	1.095098716
622	1.094802656
623	1.094262696
624	1.093984999
625	1.093389036
626	1.093015329
627	1.092548967
628	1.092116851
629	1.091712313
630	1.090736564
631	1.090238768
632	1.089669231
633	1.089155117
634	1.088903512
635	1.088391211
636	1.087966558
637	1.087434194
638	1.087099883
639	1.086737301
640	1.086171189
641	1.085423229
642	1.085008359
643	1.084627944
644	1.084284117
645	1.083872606
646	1.083460835
647	1.083225326
648	1.08264794
649	1.082046351
650	1.081733553
651	1.08111792
652	1.080735399
653	1.080344461
654	1.079840829
655	1.079341975
656	1.078879467
657	1.078478453
658	1.078177582
659	1.077628273
660	1.076851087
661	1.076419581
662	1.076100373
663	1.075636244
664	1.075271203
665	1.074768152
666	1.074464192
667	1.074031802
668	1.073323959
669	1.073026653
670	1.072718139
671	1.072219126
672	1.071814422
673	1.071476039
674	1.070941488
675	1.070557713
676	1.07005463
677	1.069534138
678	1.069161313
679	1.068803033
680	1.068410613
681	1.067911242
682	1.067245066
683	1.066799871
684	1.066398145
685	1.066026658
686	1.06575657
687	1.065415168
688	1.064923069
689	1.064605096
690	1.06413572
691	1.063488145
692	1.063197697
693	1.06274069
694	1.06232209
695	1.061997915
696	1.061637096
697	1.060995418
698	1.060649057
699	1.060269012
700	1.059738073
701	1.059215796
702	1.058960394
703	1.058532817
704	1.058068324
705	1.057510502
706	1.057116453
707	1.056181467
708	1.05515868
709	1.05466494
710	1.054206107
711	1.053766424
712	1.053378913
713	1.053097143
714	1.052517962
715	1.052264035
716	1.051903833
717	1.051451853
718	1.051036568
719	1.050572636
720	1.050194372
721	1.049673949
722	1.049404793
723	1.049142761
724	1.048809329
725	1.04850569
726	1.04808706
727	1.047739038
728	1.047500387
729	1.047237783
730	1.046792806
731	1.046294975
732	1.045914667
733	1.045468384
734	1.045069245
735	1.044665354
736	1.044230362
737	1.043857078
738	1.043519355
739	1.043176629
740	1.042893473
741	1.042610149
742	1.042184585
743	1.041784502
744	1.041416407
745	1.041038685
746	1.040560272
747	1.040202897
748	1.040017804
749	1.039676281
750	1.039398684
751	1.038826425
752	1.038440034
753	1.037957579
754	1.037618489
755	1.037222926
756	1.036831619
757	1.036476331
758	1.036063889
759	1.035647827
760	1.035311684
761	1.034989644
762	1.034775058
763	1.034429632
764	1.033935786
765	1.033479986
766	1.033159546
767	1.032829422
768	1.032485788
769	1.032142392
770	1.031740907
771	1.031394451
772	1.030569709
773	1.030280806
774	1.029690017
775	1.029177583
776	1.028832906
777	1.028420506
778	1.028080406
779	1.02769633
780	1.027356641
781	1.026928913
782	1.026580941
783	1.026294043
784	1.025925961
785	1.025684605
786	1.025472675
787	1.025077553
788	1.024717521
789	1.024435294
790	1.024140716
791	1.023561618
792	1.022714383
793	1.021983855
794	1.020890349
795	1.020216933
796	1.019939665
797	1.019536167
798	1.0190556
799	1.018611837
800	1.018281497
801	1.017896862
802	1.017688624
803	1.017434793
804	1.016983579
805	1.016584951
806	1.016205147
807	1.015857359
808	1.015455857
809	1.015085979
810	1.014673623
811	1.014419969
812	1.013703279
813	1.013083332
814	1.012663032
815	1.012311642
816	1.011962583
817	1.011566005
818	1.011277904
819	1.010807908
820	1.010437447
821	1.010061686
822	1.009695466
823	1.009345539
824	1.008973908
825	1.0085458
826	1.008188673
827	1.008034699
828	1.007445792
829	1.007274721
830	1.007044502
831	1.006650851
832	1.006372092
833	1.006012979
834	1.005828786
835	1.005462173
836	1.005073441
837	1.004846184
838	1.004505987
839	1.004225934
840	1.004011394
841	1.003677512
842	1.003335829
843	1.003039512
844	1.002751494
845	1.002534789
846	1.002166187
847	1.001887025
848	1.001632111
849	1.001230969
850	1.000782801
851	1.000426218
852	1.000113834
853	0.9998038847
854	0.9995721818
855	0.9992722069
856	0.9989167178
857	0.9985519489
858	0.9982461866
859	0.9979074012
860	0.997355081
861	0.9970090595
862	0.996806373
863	0.9962425973
864	0.9957889325
865	0.9952994279
866	0.9950029711
867	0.9947385956
868	0.9943622983
869	0.9940342391
870	0.9938253561
871	0.9934980436
872	0.9932583781
873	0.9930743527
874	0.9928925299
875	0.9925173701
876	0.9920991699
877	0.9918188587
878	0.9915553342
879	0.991418807
880	0.9910465527
881	0.9908859822
882	0.99066013
883	0.9904008427
884	0.990135029
885	0.9896222399
886	0.9893503912
887	0.9890686598
888	0.9887747362
889	0.9884980402
890	0.9878941125
891	0.9875481645
892	0.9872620158
893	0.9869409519
894	0.9865404709
895	0.9856468227
896	0.9853999143
897	0.9850620724
898	0.9847117227
899	0.9842843081
900	0.9840221785
901	0.9837228571
902	0.9833271405
903	0.9831122374
904	0.9829402728
905	0.9826553435
906	0.9823508235
907	0.9820123836
908	0.9817918921
909	0.9814383467
910	0.9809948419
911	0.9808201241
912	0.9804626271
913	0.9801519299
914	0.9799552796
915	0.9795348934
916	0.9792307961
917	0.9788835526
918	0.9786692581
919	0.9783968187
920	0.9780275235
921	0.9777834301
922	0.9774755179
923	0.9771231167
924	0.976918445
925	0.9766386542
926	0.9763635182
927	0.9761675393
928	0.9758219431
929	0.9755119224
930	0.9752156618
931	0.9748786904
932	0.9744199263
933	0.9741118128
934	0.9737787436
935	0.973479898
936	0.9732131088
937	0.9729644939
938	0.9726897106
939	0.9723616675
940	0.9720913464
941	0.9718001525
942	0.9715436166
943	0.9712033965
944	0.9708674805
945	0.9706343111
946	0.9702492615
947	0.9698882994
948	0.9695547259
949	0.9692922826
950	0.9689797876
951	0.968829643
952	0.968563306
953	0.9682513026
954	0.9679044105
955	0.9674425602
956	0.9670851492
957	0.9668129907
958	0.9662617332
959	0.9659595392
960	0.9656630576
961	0.9654598994
962	0.9650225866
963	0.9648366888
964	0.9645376785
965	0.9642596472
966	0.9635096871
967	0.9630237031
968	0.9627549142
969	0.9626004162
970	0.9622505441
971	0.9618741362
972	0.9615987809
973	0.9613520335
974	0.9611227128
975	0.9609130621
976	0.9606716883
977	0.9604519964
978	0.960097811
979	0.9598110974
980	0.9596170651
981	0.9594093607
982	0.9592674336
983	0.958899101
984	0.9586070196
985	0.958149345
986	0.9579743227
987	0.9576795052
988	0.9573153741
989	0.9571172054
990	0.9569563919
991	0.9567234204
992	0.9562437687
993	0.9559038691
994	0.9557492993
995	0.955497516
996	0.9553191843
997	0.9550424832
998	0.9547194933
999	0.9544999556
1000	0.9540951679
1001	0.9536797625
1002	0.95342975
1003	0.9529451407
1004	0.9527026101
1005	0.9524134678
1006	0.9521986443
1007	0.9519373892
1008	0.951257857
1009	0.9510125593
1010	0.9507524428
1011	0.9505947406
1012	0.9503491849
1013	0.9500521942
1014	0.9498726976
1015	0.9496459201
1016	0.9494570017
1017	0.9488399235
1018	0.9485869158
1019	0.9482817554
1020	0.9479947519
1021	0.9477127521
1022	0.9473105948
1023	0.9471032233
1024	0.9468567587
1025	0.9466475956
1026	0.9464201445
1027	0.9461600463
1028	0.9458387762
1029	0.9453968729
1030	0.9450307321
1031	0.9447594987
1032	0.9444573686
1033	0.9440681391
1034	0.9439306387
1035	0.9436889494
1036	0.9434161464
1037	0.9431294821
1038	0.9428393813
1039	0.9425544269
1040	0.9423586257
1041	0.9420492631
1042	0.9418334747
1043	0.9416521768
1044	0.9415351761
1045	0.9412990172
1046	0.9410511127
1047	0.9407371441
1048	0.9401722382
1049	0.9399517096
1050	0.9397419734
1051	0.939558977
1052	0.9393003
1053	0.9390206834
1054	0.9387883302
1055	0.9384974599
1056	0.9381813985
1057	0.9380395478
1058	0.9376947563
1059	0.9374971679
1060	0.9372537791
1061	0.9371010249
1062	0.9367133143
1063	0.9364773405
1064	0.9362635634
1065	0.9359550177
1066	0.9357084194
1067	0.9354907753
1068	0.9352466774
1069	0.935005352
1070	0.934731949
1071	0.9345262388
1072	0.9344022766
1073	0.9341523624
1074	0.9339420422
1075	0.9336205329
1076	0.933365657
1077	0.9331725171
1078	0.932981129
1079	0.9327594902
1080	0.9324989014
1081	0.9322136214
1082	0.9320294879
1083	0.9317543597
1084	0.9313930797
1085	0.9311428837
1086	0.930895563
1087	0.9305524093
1088	0.9303523964
1089	0.9302281175
1090	0.9300807996
1091	0.9298587579
1092	0.9296417387
1093	0.9294214698
1094	0.9292193832
1095	0.9290065767
1096	0.9287141842
1097	0.927831022
1098	0.9273728074
1099	0.9271161129
1100	0.9270252742
1101	0.9268480988
1102	0.926534704
1103	0.9262863239
1104	0.9260519171
1105	0.925845641
1106	0.9256637265
1107	0.9254294916
1108	0.9252469448
1109	0.9249764918
1110	0.9248455063
1111	0.9246629348
1112	0.9245001501
1113	0.9240988678
1114	0.9237863975
1115	0.9235357791
1116	0.9232886962
1117	0.9230466118
1118	0.922786473
1119	0.9222224664
1120	0.9217969695
1121	0.9215603416
1122	0.9213302723
1123	0.9211018735
1124	0.9209830544
1125	0.9207741876
1126	0.9204932192
1127	0.9203229232
1128	0.920129261
1129	0.9196428483
1130	0.9194366788
1131	0.9191327508
1132	0.9188678285
1133	0.918538079
1134	0.9182238158
1135	0.9178963993
1136	0.9176828758
1137	0.9174511705
1138	0.9172667263
1139	0.9170559909
1140	0.9168911254
1141	0.9166600461
1142	0.9164325926
1143	0.9162069528
1144	0.9157248972
1145	0.9154661172
1146	0.915253197
1147	0.9150239644
1148	0.9147663787
1149	0.9145863173
1150	0.9142973296
1151	0.9140368383
1152	0.9136659927
1153	0.913463202
1154	0.9133036091
1155	0.9129598546
1156	0.9127231798
1157	0.9125106382
1158	0.9122463772
1159	0.9120350381
1160	0.9117300171
1161	0.9115186706
1162	0.9113813584
1163	0.9110220705
1164	0.9108868028
1165	0.9107230889
1166	0.910577436
1167	0.9103574025
1168	0.9100476293
1169	0.9098125724
1170	0.9095731819
1171	0.9094355197
1172	0.909187466
1173	0.908827003
1174	0.9085448798
1175	0.9083901076
1176	0.9081119008
1177	0.9078977393
1178	0.9077568667
1179	0.9075286112
1180	0.9073960996
1181	0.9072395956
1182	0.9070748813
1183	0.9069498161
1184	0.9067938669
1185	0.9066279511
1186	0.9064960429
1187	0.9062600844
1188	0.9061697032
1189	0.9059626175
1190	0.9058363985
1191	0.9056783038
1192	0.9054643961
1193	0.9052663872
1194	0.9051533774
1195	0.9048880045
1196	0.9046478761
1197	0.904343327
1198	0.904138206
1199	0.9037459839
1200	0.9036019479
1201	0.9033651932
1202	0.9031846545
1203	0.9029640397
1204	0.9027578133
1205	0.902455214
1206	0.9022865665
1207	0.9019717175
1208	0.9016624779
1209	0.901365445
1210	0.9011169019
1211	0.9008672449
1212	0.9005096477
1213	0.9001901381
1214	0.9000176438
1215	0.8998359669
1216	0.8996435746
1217	0.899440348
1218	0.8991626103
1219	0.8989004655
1220	0.8987880687
1221	0.8984841086
1222	0.8982725834
1223	0.8981160571
1224	0.8979157676
1225	0.8977021825
1226	0.8975030492
1227	0.8973394543
1228	0.8972328135
1229	0.8970526004
1230	0.8967635511
1231	0.8965380395
1232	0.8963615891
1233	0.8961861351
1234	0.8960861586
1235	0.8959774364
1236	0.8957905428
1237	0.8955818689
1238	0.8953739187
1239	0.8951671657
1240	0.8949470836
1241	0.894628227
1242	0.8943536718
1243	0.8941483643
1244	0.894012464
1245	0.8937965197
1246	0.8936024228
1247	0.8933979794
1248	0.8931058714
1249	0.892964374
1250	0.8927659028
1251	0.8925433218
1252	0.8924097801
1253	0.8922002075
1254	0.8919428224
1255	0.8916970464
1256	0.8915145652
1257	0.8913281087
1258	0.8911167425
1259	0.8909551077
1260	0.8908112809
1261	0.8905777034
1262	0.8903733091
1263	0.890149693
1264	0.8895909674
1265	0.8894058639
1266	0.8891033994
1267	0.8888495629
1268	0.8886116383
1269	0.8884648828
1270	0.8882144058
1271	0.8880504364
1272	0.8878866718
1273	0.8877607063
1274	0.8875958623
1275	0.8873559722
1276	0.88714511
1277	0.8869471295
1278	0.886733463
1279	0.8866423325
1280	0.8864891591
1281	0.8862500625
1282	0.8861119493
1283	0.8859854833
1284	0.8857287228
1285	0.8855403822
1286	0.8852082326
1287	0.8850729486
1288	0.8848882573
1289	0.8846545568
1290	0.8845736158
1291	0.8843350513
1292	0.8839544702
1293	0.8837666348
1294	0.8835939238
1295	0.8834218521
1296	0.8832599454
1297	0.8829571026
1298	0.8826938016
1299	0.8824895227
1300	0.8823093712
1301	0.8820574578
1302	0.881870154
1303	0.8816595315
1304	0.8814563777
1305	0.8811906558
1306	0.881008545
1307	0.8808314379
1308	0.8807055029
1309	0.8804929581
1310	0.8803444568
1311	0.8801496924
1312	0.8800442869
1313	0.8799214515
1314	0.8797583038
1315	0.8795100369
1316	0.8793231162
1317	0.8791255124
1318	0.8789974881
1319	0.8788280009
1320	0.8785481555
1321	0.8784153118
1322	0.8782185982
1323	0.8779890758
1324	0.877871851
1325	0.8777058813
1326	0.87752652
1327	0.8773065806
1328	0.8771375557
1329	0.8769507652
1330	0.8766819646
1331	0.8765200344
1332	0.8763146734
1333	0.8760636413
1334	0.8758979399
1335	0.8757401597
1336	0.8755226919
1337	0.8753883142
1338	0.8752016742
1339	0.8748502931
1340	0.8746791374
1341	0.8744805569
1342	0.8743786485
1343	0.8741726566
1344	0.8740506279
1345	0.8738923488
1346	0.873755614
1347	0.8735916826
1348	0.8734783339
1349	0.8732079512
1350	0.8729836388
1351	0.8728050162
1352	0.8725711263
1353	0.8724256096
1354	0.8722101633
1355	0.8720356064
1356	0.8718272366
1357	0.8715759742
1358	0.8714738481
1359	0.8713166992
1360	0.871212068
1361	0.8710574736
1362	0.8708190679
1363	0.8706589767
1364	0.8702845145
1365	0.8701347084
1366	0.8700235416
1367	0.8699387814
1368	0.8697674622
1369	0.8694776766
1370	0.869357285
1371	0.8691464362
1372	0.8689868783
1373	0.8688121855
1374	0.8686017439
1375	0.8684384875
1376	0.8683232399
1377	0.8681070306
1378	0.8679407641
1379	0.8677723842
1380	0.8673037051
1381	0.8671161143
1382	0.8668973123
1383	0.8667795834
1384	0.8665040105
1385	0.8662409941
1386	0.8659857578
1387	0.8657722984
1388	0.8654953891
1389	0.8652407712
1390	0.8650450564
1391	0.8648855133
1392	0.864735068
1393	0.8645481009
1394	0.8642645961
1395	0.8640966691
1396	0.8638860852
1397	0.863722328
1398	0.8635573355
1399	0.8633580117
1400	0.8631684312
1401	0.8629744181
1402	0.86270405
1403	0.8625346189
1404	0.8624321496
1405	0.8622691488
1406	0.8621253385
1407	0.861912427
1408	0.8617626958
1409	0.8615086165
1410	0.8612169209
1411	0.8610579513
1412	0.8607790067
1413	0.8606492833
1414	0.8604306887
1415	0.8602054687
1416	0.8600314581
1417	0.8597843063
1418	0.8595482818
1419	0.859456114
1420	0.8592930603
1421	0.8590304523
1422	0.8588240963
1423	0.8586108829
1424	0.8584810601
1425	0.8583255965
1426	0.8581714576
1427	0.8580410824
1428	0.8578335153
1429	0.857610581
1430	0.8573546771
1431	0.8572169755
1432	0.8571212594
1433	0.8570060851
1434	0.8568553677
1435	0.8567034991
1436	0.8565552506
1437	0.8564572819
1438	0.8562714257
1439	0.8561500814
1440	0.8559978974
1441	0.8557832206
1442	0.8556242167
1443	0.8554781793
1444	0.8553115868
1445	0.8551850299
1446	0.8550958183
1447	0.854962862
1448	0.8546915971
1449	0.8544682641
1450	0.8542900789
1451	0.8541499854
1452	0.8539547524
1453	0.8538284197
1454	0.8536111368
1455	0.8534881776
1456	0.8532437702
1457	0.8531028102
1458	0.85290232
1459	0.8527230815
1460	0.8526224921
1461	0.8524301787
1462	0.852320938
1463	0.852216766
1464	0.8519943628
1465	0.8518311953
1466	0.8516700976
1467	0.8514906638
1468	0.8513220899
1469	0.8512364964
1470	0.8510745444
1471	0.8508012115
1472	0.850620599
1473	0.8504061838
1474	0.8501659159
1475	0.8500112994
1476	0.8498530315
1477	0.8496752406
1478	0.8495048265
1479	0.8493944142
1480	0.8491657145
1481	0.8487723337
1482	0.848491343
1483	0.8483398767
1484	0.8481631109
1485	0.8479552055
1486	0.8478083731
1487	0.8477109766
1488	0.8474408766
1489	0.84731774
1490	0.8470868235
1491	0.8468929738
1492	0.8467171557
1493	0.8465599137
1494	0.8463902904
1495	0.8461812993
1496	0.8460231268
1497	0.845912401
1498	0.8455941579
1499	0.8454441255
1500	0.8453320368
1501	0.8452239405
1502	0.8451136696
1503	0.8449622274
1504	0.8447853472
1505	0.8446990207
1506	0.844455531
1507	0.8443433451
1508	0.8441572342
1509	0.8440051579
1510	0.8438563526
1511	0.8436007466
1512	0.8434125996
1513	0.8433066926
1514	0.8430870369
1515	0.8429638117
1516	0.8427486399
1517	0.8425857289
1518	0.8424418176
1519	0.8422744841
1520	0.8421991067
1521	0.842041045
1522	0.8419268297
1523	0.841735176
1524	0.8416596603
1525	0.8414805303
1526	0.8412853163
1527	0.8411520592
1528	0.8410787422
1529	0.8409207639
1530	0.8408263479
1531	0.8406092949
1532	0.8404494298
1533	0.840386404
1534	0.8401298927
1535	0.8399818802
1536	0.839843422
1537	0.8397253994
1538	0.8395506643
1539	0.8394056359
1540	0.8391495727
1541	0.8390707917
1542	0.8388485135
1543	0.8387521889
1544	0.83854961
1545	0.838400762
1546	0.8381642864
1547	0.8380338479
1548	0.8378109036
1549	0.8376290875
1550	0.8373571696
1551	0.8371748875
1552	0.8368871083
1553	0.8366861059
1554	0.8365620865
1555	0.836415119
1556	0.8362595444
1557	0.8360116781
1558	0.8358956512
1559	0.8357628731
1560	0.8356179743
1561	0.8354980608
1562	0.8353726804
1563	0.8352457283
1564	0.8350325675
1565	0.8348884355
1566	0.8347871679
1567	0.8346086666
1568	0.834481792
1569	0.834335583
1570	0.8341960689
1571	0.8340304991
1572	0.8338645396
1573	0.8336999204
1574	0.833547264
1575	0.8334176103
1576	0.8331837513
1577	0.8331081685
1578	0.8329365357
1579	0.8327934537
1580	0.8326979231
1581	0.832552313
1582	0.8324048249
1583	0.8322761742
1584	0.8321048028
1585	0.8319555463
1586	0.8318030048
1587	0.8316232181
1588	0.8315361237
1589	0.8313570795
1590	0.831187906
