iter	RMSE
1591	0.8309687067
1592	0.8307820669
1593	0.8306684521
1594	0.830460648
1595	0.8301636224
1596	0.8300556022
1597	0.8299814316
1598	0.8297897038
1599	0.8297036023
1600	0.8295197039
1601	0.8293070871
1602	0.8291948758
1603	0.82906104
1604	0.8286688193
1605	0.828577399
1606	0.8283751636
1607	0.8281525462
1608	0.8278108401
1609	0.8276799556
1610	0.8275493656
1611	0.8274013084
1612	0.8271602593
1613	0.8270292432
1614	0.8268874308
1615	0.8267049965
1616	0.826600657
1617	0.8264442911
1618	0.8262458359
1619	0.8260631311
1620	0.8259249477
1621	0.8256834228
1622	0.8256002875
1623	0.8254564608
1624	0.8252841816
1625	0.8251278091
1626	0.8249396679
1627	0.8247567914
1628	0.8245788814
1629	0.8243792414
1630	0.8242413497
1631	0.8241373095
1632	0.8240081838
1633	0.823884325
1634	0.823737386
1635	0.8236088971
1636	0.8233889458
1637	0.8232151601
1638	0.8230873013
1639	0.8229498293
1640	0.8228029564
1641	0.8226737888
1642	0.8225258866
1643	0.8224230485
1644	0.8221817125
1645	0.8219499901
1646	0.8217824644
1647	0.8216633615
1648	0.8215443519
1649	0.821252613
1650	0.8210837185
1651	0.8209832465
1652	0.8208712524
1653	0.8207874697
1654	0.8206587156
1655	0.8205589774
1656	0.8204003746
1657	0.8203121331
1658	0.8201688755
1659	0.82002618
1660	0.8199206135
1661	0.8197193251
1662	0.8195857689
1663	0.819439243
1664	0.8193059767
1665	0.8191189397
1666	0.8189414916
1667	0.8187813798
1668	0.8186740067
1669	0.8185162328
1670	0.8183330412
1671	0.8181954552
1672	0.8180725154
1673	0.8179542932
1674	0.8177697224
1675	0.8176945058
1676	0.8176039437
1677	0.8175069894
1678	0.8173709914
1679	0.8172420008
1680	0.8170405362
1681	0.816894567
1682	0.8167784908
1683	0.816626222
1684	0.816411505
1685	0.8163034013
1686	0.816174998
1687	0.8160515063
1688	0.8159548941
1689	0.8158638837
1690	0.8157217003
1691	0.8156083401
1692	0.8154583103
1693	0.8153134845
1694	0.8150820081
1695	0.8149232206
1696	0.8147274815
1697	0.8146234587
1698	0.8144446569
1699	0.8142292724
1700	0.8141285839
1701	0.8139942369
1702	0.8137928846
1703	0.8136494664
1704	0.8134081862
1705	0.8132626665
1706	0.813092182
1707	0.8129340972
1708	0.8127829757
1709	0.812473024
1710	0.8122699922
1711	0.812135033
1712	0.8119444462
1713	0.8117703435
1714	0.8116332227
1715	0.8114182611
1716	0.8112581354
1717	0.8111451049
1718	0.8109680758
1719	0.8108503601
1720	0.8106619168
1721	0.8105145702
1722	0.8103813727
1723	0.8102533173
1724	0.8101488121
1725	0.810024455
1726	0.8099355381
1727	0.8097600679
1728	0.8095707627
1729	0.8094576035
1730	0.8093491863
1731	0.8091999401
1732	0.8089932132
1733	0.8089007087
1734	0.8087606623
1735	0.808661737
1736	0.8085290645
1737	0.8084024206
1738	0.8082366816
1739	0.8079781003
1740	0.8077112026
1741	0.807581706
1742	0.8074548574
1743	0.8073695261
1744	0.8071837283
1745	0.8070855593
1746	0.8069646181
1747	0.8068505032
1748	0.806708729
1749	0.8065782251
1750	0.8064138665
1751	0.8063390652
1752	0.8062432997
1753	0.8061661784
1754	0.8060367909
1755	0.8058952504
1756	0.8057782597
1757	0.8056788645
1758	0.8055297227
1759	0.8054069535
1760	0.8052935126
1761	0.8051802424
1762	0.8050920548
1763	0.8049818574
1764	0.8049071141
1765	0.8048212217
1766	0.8047063367
1767	0.804552255
1768	0.8044549421
1769	0.8041948962
1770	0.8041187757
1771	0.8039756074
1772	0.803841099
1773	0.8037219335
1774	0.8036073394
1775	0.8034987948
1776	0.8033780882
1777	0.8032493846
1778	0.8031460336
1779	0.8029660699
1780	0.8028520358
1781	0.8026800953
1782	0.8026279932
1783	0.8023919603
1784	0.8021949219
1785	0.8020261457
1786	0.8019222621
1787	0.8018073685
1788	0.8016083981
1789	0.8014695827
1790	0.8013429663
1791	0.8011850596
1792	0.8010577583
1793	0.8009457337
1794	0.8007507501
1795	0.8006532954
1796	0.8005762738
1797	0.8004632764
1798	0.8003657132
1799	0.8001915255
1800	0.8000879624
1801	0.7999434572
1802	0.7998708466
1803	0.7996999483
1804	0.7995539329
1805	0.7993696362
1806	0.799116162
1807	0.7990177259
1808	0.7989187081
1809	0.7987837033
1810	0.7987046464
1811	0.798564843
1812	0.7984879676
1813	0.7984086147
1814	0.7982935439
1815	0.7981999138
1816	0.7980758364
1817	0.7979108197
1818	0.797795661
1819	0.7976776084
1820	0.7974796498
1821	0.7973109455
1822	0.797202281
1823	0.7971214207
1824	0.7969606895
1825	0.7968356957
1826	0.7967186369
1827	0.7965426123
1828	0.796383584
1829	0.7962749052
1830	0.796042164
1831	0.79590912
1832	0.7957415742
1833	0.795625964
1834	0.7954954354
1835	0.795251038
1836	0.79509215
1837	0.7948855566
1838	0.7947106539
1839	0.7946121711
1840	0.7943965691
1841	0.7942854325
1842	0.7941459152
1843	0.7939967657
1844	0.7939053847
1845	0.7937698249
1846	0.7936855978
1847	0.7936173862
1848	0.7934819498
1849	0.7933834334
1850	0.7932854721
1851	0.7930821312
1852	0.7929580924
1853	0.7927952793
1854	0.7926729213
1855	0.7925311632
1856	0.7923995046
1857	0.7922035362
1858	0.7921280523
1859	0.7920295943
1860	0.7918125372
1861	0.7916853108
1862	0.7915715823
1863	0.7914936638
1864	0.7913589473
1865	0.7912770977
1866	0.7911424762
1867	0.7910257374
1868	0.7909158719
1869	0.7907847003
1870	0.7906804083
1871	0.7905462917
1872	0.7904088008
1873	0.790165063
1874	0.790011936
1875	0.7898475
1876	0.7896719893
1877	0.7895749174
1878	0.789378434
1879	0.7892745504
1880	0.7891866914
1881	0.789096451
1882	0.7889197475
1883	0.7888109127
1884	0.7886953601
1885	0.7885418572
1886	0.7883853087
1887	0.7881872523
1888	0.78804897
1889	0.7879720574
1890	0.7878282379
1891	0.7877328033
1892	0.787566036
1893	0.7874506686
1894	0.787308225
1895	0.7872144539
1896	0.7871032504
1897	0.7868521373
1898	0.7867404193
1899	0.786622187
1900	0.7864565465
1901	0.7863223857
1902	0.7861999888
1903	0.7860731484
1904	0.786002127
1905	0.785855272
1906	0.7857398884
1907	0.7856281428
1908	0.7855290728
1909	0.7854380474
1910	0.7853548232
1911	0.7852495008
1912	0.7851453878
1913	0.7850635266
1914	0.7849033656
1915	0.7847913638
1916	0.7846940912
1917	0.784584021
1918	0.7844280336
1919	0.7843107038
1920	0.7841828879
1921	0.7840885535
1922	0.7840035987
1923	0.7838503555
1924	0.7837863301
1925	0.783699969
1926	0.7835643292
1927	0.7834279502
1928	0.7831951009
1929	0.783097148
1930	0.7830480516
1931	0.7829009748
1932	0.7826998922
1933	0.7825815342
1934	0.7824812473
1935	0.7823735222
1936	0.7822356179
1937	0.7821291781
1938	0.7820462105
1939	0.7819457294
1940	0.7818252173
1941	0.7817045894
1942	0.7815871248
1943	0.781435314
1944	0.7813440523
1945	0.7812533864
1946	0.781106531
1947	0.7809898746
1948	0.7808429811
1949	0.7807458917
1950	0.7805340257
1951	0.7804148848
1952	0.7802572834
1953	0.78008782
1954	0.7800053605
1955	0.779897184
1956	0.7797543473
1957	0.7796591451
1958	0.7795932883
1959	0.7795266334
1960	0.7793964997
1961	0.7792404186
1962	0.7790919164
1963	0.7789416726
1964	0.7788212207
1965	0.7786980692
1966	0.7785966103
1967	0.7784292977
1968	0.7783475427
1969	0.7781975016
1970	0.7780658084
1971	0.7779687727
1972	0.7779229349
1973	0.7778261796
1974	0.7776865775
1975	0.777587919
1976	0.7774547835
1977	0.7772380108
1978	0.7770012239
1979	0.7768893019
1980	0.7767804767
1981	0.7767077424
1982	0.7764430696
1983	0.7762360687
1984	0.7761054968
1985	0.7760152061
1986	0.775911526
1987	0.7756701117
1988	0.7755791487
1989	0.7754675349
1990	0.7753310582
1991	0.7751999209
1992	0.7751206518
1993	0.7750341485
1994	0.7748726381
1995	0.7748044896
1996	0.7745736075
1997	0.774433757
1998	0.7743536429
1999	0.774256951
2000	0.7741954861
2001	0.7741061983
2002	0.7739932669
2003	0.7739220499
2004	0.7738004726
2005	0.7737122462
2006	0.77359109
2007	0.7734695946
2008	0.7733614941
2009	0.7732767044
2010	0.7731919323
2011	0.7729793502
2012	0.7728126462
2013	0.7726699764
2014	0.772522474
2015	0.7724054121
2016	0.7723333354
2017	0.7722019064
2018	0.7720267922
2019	0.7719455626
2020	0.7718452566
2021	0.7717519523
2022	0.7715983061
2023	0.7714476727
2024	0.7713020947
2025	0.7711306117
2026	0.770939968
2027	0.7708269515
2028	0.770679894
2029	0.7706020976
2030	0.7704965621
2031	0.7704047647
2032	0.770316612
2033	0.7701985447
2034	0.7701075426
2035	0.7700289404
2036	0.7699314328
2037	0.7698345153
2038	0.7697586903
2039	0.7696308138
2040	0.7695392903
2041	0.7694580252
2042	0.7692642342
2043	0.7691730153
2044	0.7690133243
2045	0.7689251649
2046	0.7687467733
2047	0.768659545
2048	0.7685499317
2049	0.7684657747
2050	0.7683689017
2051	0.7682115191
2052	0.7681147236
2053	0.7679823207
2054	0.7678211074
2055	0.7677187545
2056	0.7675292758
2057	0.7673463705
2058	0.7672350272
2059	0.7670675867
2060	0.7669932136
2061	0.7668737267
2062	0.7666792084
2063	0.7665713039
2064	0.7663717965
2065	0.7662489039
2066	0.7661401716
2067	0.7660685779
2068	0.7659601039
2069	0.7658268559
2070	0.7657514044
2071	0.7656049511
2072	0.7655063745
2073	0.7654016778
2074	0.7653099172
2075	0.7652125503
2076	0.7651143726
2077	0.7649990968
2078	0.7649224679
2079	0.7648263482
2080	0.7646779286
2081	0.7645994628
2082	0.7645323459
2083	0.764438766
2084	0.7643121166
2085	0.7641918503
2086	0.7640770069
2087	0.7639575271
2088	0.763882793
2089	0.7637851877
2090	0.7636187902
2091	0.7635260064
2092	0.7634232044
2093	0.7633523938
2094	0.7632469133
2095	0.7630968369
2096	0.7630085938
2097	0.7628618956
2098	0.7627520715
2099	0.7625673225
2100	0.7625208612
2101	0.7624288411
2102	0.762324512
2103	0.7622004044
2104	0.7620991422
2105	0.7619470206
2106	0.7618186243
2107	0.7617373797
2108	0.7616349654
2109	0.7615431457
2110	0.761443008
2111	0.7613163019
2112	0.7611773187
2113	0.7610112384
2114	0.7609109204
2115	0.7608265587
2116	0.7606732345
2117	0.7605711207
2118	0.7604255858
2119	0.7602922261
2120	0.7601727862
2121	0.7600811984
2122	0.7600075132
2123	0.7598773428
2124	0.7598126247
2125	0.7597662817
2126	0.7596382246
2127	0.759551453
2128	0.7594757525
2129	0.759329497
2130	0.759150227
2131	0.7590212182
2132	0.7589172803
2133	0.7588243643
2134	0.7587461167
2135	0.7586689602
2136	0.7584890324
2137	0.7583483196
2138	0.7582385861
2139	0.7581385765
2140	0.7580167242
2141	0.7579376278
2142	0.7578041374
2143	0.7576896996
2144	0.7576133696
2145	0.7574910912
2146	0.7574076011
2147	0.7573156945
2148	0.7572067824
2149	0.7570694086
2150	0.7570024767
2151	0.7568888892
2152	0.756784433
2153	0.7566654585
2154	0.7565942019
2155	0.7565111027
2156	0.7564426527
2157	0.7563152354
2158	0.7562265457
2159	0.7560942247
2160	0.7560243559
2161	0.7559268749
2162	0.7557600464
2163	0.7556743307
2164	0.7555391778
2165	0.7554364976
2166	0.7553493602
2167	0.7552077812
2168	0.7551011342
2169	0.7550438988
2170	0.7548851316
2171	0.7548266948
2172	0.7547140339
2173	0.7546295175
2174	0.7545350115
2175	0.754454333
2176	0.754385646
2177	0.7542791738
2178	0.754193865
2179	0.7541127436
2180	0.7539878151
2181	0.7538995667
2182	0.7538075776
2183	0.7537305484
2184	0.7536661883
2185	0.7535843571
2186	0.753487805
2187	0.7533647033
2188	0.7532749858
2189	0.7531935808
2190	0.7530926615
2191	0.7530040621
2192	0.7528803099
2193	0.752812513
2194	0.7527410793
2195	0.7526187602
2196	0.7525126553
2197	0.752453103
2198	0.7522701385
2199	0.7520656903
2200	0.7519813344
2201	0.7518910928
2202	0.7518083173
2203	0.7517120002
2204	0.7516230307
2205	0.7514098132
2206	0.7513008976
2207	0.7511977675
2208	0.7511186348
2209	0.7509825011
2210	0.7507110432
2211	0.7506117654
2212	0.7505073159
2213	0.7504459297
2214	0.7503809483
2215	0.7502724158
2216	0.7502111827
2217	0.7500826233
2218	0.7500050074
2219	0.7496371732
2220	0.7494908794
2221	0.7493829501
2222	0.7492848413
2223	0.7492093037
2224	0.7490252733
2225	0.748957399
2226	0.7488824493
2227	0.7488000569
2228	0.7487072426
2229	0.7486467224
2230	0.7485309391
2231	0.7483123355
2232	0.7481807241
2233	0.7480445381
2234	0.7479433102
2235	0.7478590337
2236	0.7476929802
2237	0.7476129891
2238	0.7474887159
2239	0.7474037289
2240	0.7472810758
2241	0.7471995948
2242	0.7471184575
2243	0.7470225686
2244	0.7469615687
2245	0.7468172178
2246	0.7467124963
2247	0.7466539522
2248	0.7465408059
2249	0.7464553254
2250	0.7463426166
2251	0.746261135
2252	0.7461310501
2253	0.7460532403
2254	0.7459623064
2255	0.7458501634
2256	0.7457504399
2257	0.7456910614
2258	0.7455704597
2259	0.7455109697
2260	0.745278363
2261	0.7451965653
2262	0.7451137196
2263	0.7449485456
2264	0.7447774277
2265	0.7446763274
2266	0.7446348312
2267	0.7445616505
2268	0.7444678825
2269	0.744390751
2270	0.7443352823
2271	0.7442446749
2272	0.7441150216
2273	0.7439984675
2274	0.7438995745
2275	0.7438163364
2276	0.7437342922
2277	0.7436636684
2278	0.7435440935
2279	0.7434169039
2280	0.7433113251
2281	0.7431383597
2282	0.7430582331
2283	0.7429831822
2284	0.7428718147
2285	0.7427592127
2286	0.7426989613
2287	0.7425774893
2288	0.7424671273
2289	0.7423564012
2290	0.742219222
2291	0.7420633221
2292	0.7419282482
2293	0.741809689
2294	0.7416771311
2295	0.7415881962
2296	0.7415137405
2297	0.7414044869
2298	0.7413199304
2299	0.7412390903
2300	0.7411294444
2301	0.7410304939
2302	0.7409375625
2303	0.7408490076
2304	0.7407659032
2305	0.7406772481
2306	0.7405868973
2307	0.7405285187
2308	0.7404035234
2309	0.7403368752
2310	0.7402006673
2311	0.7400992058
2312	0.7399963232
2313	0.7399070605
2314	0.7398498101
2315	0.7397711928
2316	0.7397078392
2317	0.7396363451
2318	0.739547282
2319	0.7394391733
2320	0.7393796124
2321	0.7393185472
2322	0.73916649
2323	0.739100186
2324	0.7390364138
2325	0.7389714688
2326	0.7389035763
2327	0.7387967014
2328	0.7386551174
2329	0.7384246777
2330	0.7383436839
2331	0.7381857827
2332	0.7380619034
2333	0.7380021697
2334	0.7378008579
2335	0.7377306672
2336	0.7376204069
2337	0.7375432907
2338	0.7374408737
2339	0.7372958753
2340	0.7372213471
2341	0.7371489364
2342	0.7370675858
2343	0.7369252522
2344	0.7368440023
2345	0.7367419195
2346	0.7366762101
2347	0.7365921573
2348	0.7365034389
2349	0.7364346667
2350	0.7362295123
2351	0.7361344878
2352	0.7360179392
2353	0.7359334154
2354	0.7357671244
2355	0.7356675086
2356	0.7355869286
2357	0.7354820009
2358	0.7353992794
2359	0.7352747358
2360	0.7351394955
2361	0.7350688292
2362	0.7349365409
2363	0.7347943796
2364	0.7346833948
2365	0.7346031586
2366	0.7345336891
2367	0.7344763442
2368	0.7343690337
2369	0.7343046706
2370	0.7341929544
2371	0.7341195156
2372	0.7340090403
2373	0.733925602
2374	0.7337924794
2375	0.7336866891
2376	0.7335426399
2377	0.7333929437
2378	0.7332741666
2379	0.7332029209
2380	0.7330746952
2381	0.7329600982
2382	0.7328571596
2383	0.7326503455
2384	0.7325577971
2385	0.7324413435
2386	0.7322529221
2387	0.7321777739
2388	0.7320062358
2389	0.7319490986
2390	0.7318723185
2391	0.7318214527
2392	0.7317029874
2393	0.7315187097
2394	0.7313028178
2395	0.7312212273
2396	0.7311593702
2397	0.7310756214
2398	0.7309781426
2399	0.7308865422
2400	0.7308177638
2401	0.7307409717
2402	0.7306441489
2403	0.7305838814
2404	0.7304776773
2405	0.730397659
2406	0.7303170707
2407	0.7302371628
2408	0.7301493154
2409	0.7300087995
2410	0.7299108467
2411	0.7297929918
2412	0.7296866459
2413	0.7295772509
2414	0.7295287846
2415	0.7293873777
2416	0.7293148605
2417	0.7292217847
2418	0.7290878524
2419	0.7289897617
2420	0.7288953814
2421	0.7288011922
2422	0.7286730658
2423	0.7286141666
2424	0.7285331652
2425	0.7284715655
2426	0.7284032498
2427	0.7283120108
2428	0.7282064761
2429	0.7281337328
2430	0.7280358419
2431	0.7279073442
2432	0.7277591386
2433	0.7277187835
2434	0.7276816199
2435	0.7276172667
2436	0.7275235812
2437	0.72746339
2438	0.7273634287
2439	0.7272144308
2440	0.7271111154
2441	0.7270452877
2442	0.7269740139
2443	0.7268945302
2444	0.7268310638
2445	0.7267228722
2446	0.726642943
2447	0.726560375
2448	0.7264747663
2449	0.726381311
2450	0.7263102084
2451	0.7262411822
2452	0.7261452355
2453	0.726026476
2454	0.7259366968
2455	0.7258757402
2456	0.7257580323
2457	0.7256928337
2458	0.7256217195
2459	0.7255417075
2460	0.725465862
2461	0.7253577063
2462	0.7252334846
2463	0.7251564116
2464	0.7250657145
2465	0.7249708972
2466	0.7248420852
2467	0.7247215895
2468	0.7246090188
2469	0.7245322361
2470	0.7244507565
2471	0.7242937856
2472	0.7242114589
2473	0.7241564272
2474	0.724064953
2475	0.7239894637
2476	0.7239223061
2477	0.7238835689
2478	0.7238268676
2479	0.7237237833
2480	0.7236363703
2481	0.7235624404
2482	0.7234885064
2483	0.7233309859
2484	0.7232011943
2485	0.7231267357
2486	0.7229890048
2487	0.7228870287
2488	0.7228269853
2489	0.7227546179
2490	0.7226765838
2491	0.7225904496
2492	0.7225236104
2493	0.7224393997
2494	0.7223711836
2495	0.7221793024
2496	0.7220850855
2497	0.7220186558
2498	0.7219381342
2499	0.7218455312
2500	0.7217692185
2501	0.7216813361
2502	0.7215868375
2503	0.7213357234
2504	0.721275331
2505	0.7211997828
2506	0.7210961286
2507	0.7209918521
2508	0.7209138995
2509	0.7208510403
2510	0.7207817411
2511	0.7206697035
2512	0.720512512
2513	0.7204355606
2514	0.7203367805
2515	0.7201994866
2516	0.7201011337
2517	0.7200566031
2518	0.7199422301
2519	0.7198855006
2520	0.7197616074
2521	0.7196592773
2522	0.7195931794
2523	0.7194930244
2524	0.7193664178
2525	0.7192657306
2526	0.7191402611
2527	0.7190235867
2528	0.7188355488
2529	0.718722424
2530	0.7186690475
2531	0.7185634542
2532	0.7184815999
2533	0.7183781139
2534	0.7182644798
2535	0.7181755051
2536	0.7180902863
2537	0.7179488163
2538	0.7178405889
2539	0.7177820325
2540	0.7177146227
2541	0.7176540456
2542	0.7175708118
2543	0.71749702
2544	0.71740927
2545	0.7173644094
2546	0.7172786231
2547	0.7171681965
2548	0.717083097
2549	0.7169820071
2550	0.7169098223
2551	0.7168441113
2552	0.7167511777
2553	0.7166601778
2554	0.7165621791
2555	0.7164852048
2556	0.716382788
2557	0.716295327
2558	0.7162107923
2559	0.7161497429
2560	0.7160399962
2561	0.715993041
2562	0.715898405
2563	0.7157581853
2564	0.7156811281
2565	0.7156073557
2566	0.715443469
2567	0.715391792
2568	0.7153286717
2569	0.7152681935
2570	0.7151335343
2571	0.7150871996
2572	0.7149111772
2573	0.7148231949
2574	0.7147740435
2575	0.7146308205
2576	0.7145816319
2577	0.7145141456
2578	0.714408612
2579	0.7143490245
2580	0.7142906459
2581	0.7141956723
2582	0.7141045131
2583	0.7140379097
2584	0.7139726744
2585	0.713921513
2586	0.7137928514
2587	0.7137212958
2588	0.713623567
2589	0.7135034731
2590	0.7133932096
2591	0.7132805175
2592	0.7132139219
2593	0.7131567086
2594	0.7130887127
2595	0.7130345414
2596	0.7129662016
2597	0.7128909945
2598	0.7128105054
2599	0.7127598955
2600	0.7126527998
2601	0.7125694362
2602	0.7124846681
2603	0.7124139048
2604	0.7123375793
2605	0.7122422472
2606	0.7121683217
2607	0.71209356
2608	0.7120083194
2609	0.7119715954
2610	0.7119143158
2611	0.7116837903
2612	0.7114178454
2613	0.711327058
2614	0.7112754123
2615	0.7112202537
2616	0.7111608514
2617	0.7110730912
2618	0.7109904523
2619	0.7109084652
2620	0.7107877789
2621	0.7106951883
2622	0.7106079852
2623	0.7105006447
2624	0.7104221444
2625	0.7103378415
2626	0.7102220769
2627	0.7101468933
2628	0.7100274066
2629	0.7099561847
2630	0.7097932202
2631	0.7096967853
2632	0.7095983306
2633	0.7095126337
2634	0.7094413085
2635	0.7093449001
2636	0.709187716
2637	0.7090795771
2638	0.7089943834
2639	0.7088950712
2640	0.7087786255
2641	0.7087025059
2642	0.7085610587
2643	0.7084811437
2644	0.7083845773
2645	0.7083195975
2646	0.7082575156
2647	0.7081968063
2648	0.7081386702
2649	0.7079583377
2650	0.7078808434
2651	0.7078032421
2652	0.7077116858
2653	0.7076294302
2654	0.7074646595
2655	0.707304002
2656	0.7072181265
2657	0.7071320893
2658	0.7070407802
2659	0.7069563125
2660	0.7068848243
2661	0.7068238474
2662	0.7066867704
2663	0.7066295312
2664	0.7065801724
2665	0.7065440876
2666	0.7065141778
2667	0.7064497525
2668	0.7063491369
2669	0.7062622748
2670	0.7061691482
2671	0.706101023
2672	0.7060112836
2673	0.7059507947
2674	0.7058896905
2675	0.7058400421
2676	0.7057799642
2677	0.705724504
2678	0.7056536738
2679	0.7055983657
2680	0.7054925863
2681	0.7053587175
2682	0.705288649
2683	0.7052413674
2684	0.7051161975
2685	0.7050475908
2686	0.7049839763
2687	0.7049170803
2688	0.7048262156
2689	0.7047606507
2690	0.7047061039
2691	0.7046148654
2692	0.7044732424
2693	0.7043442199
2694	0.7042642857
2695	0.7041191102
2696	0.7040025005
2697	0.7039227819
2698	0.7038718212
2699	0.7038108284
2700	0.7037523777
2701	0.7037056823
2702	0.7036387966
2703	0.703573336
2704	0.7034574473
2705	0.7033945833
2706	0.7033371647
2707	0.70327097
2708	0.7032008493
2709	0.7031129541
2710	0.7030378284
2711	0.7029514044
2712	0.7028075111
2713	0.7026627524
2714	0.7026059785
2715	0.7025431129
2716	0.7024573398
2717	0.7023552146
2718	0.7022722602
2719	0.7021578314
2720	0.7020659777
2721	0.7019532898
2722	0.7018359217
2723	0.7017577242
2724	0.7016847923
2725	0.7016175542
2726	0.7015429665
2727	0.70144017
2728	0.7013448209
2729	0.7012356347
2730	0.7011739093
2731	0.7010853113
2732	0.7009887956
2733	0.7009283509
2734	0.7008369893
2735	0.7007824851
2736	0.7007256647
2737	0.7006576123
2738	0.700515919
2739	0.7004400532
2740	0.700380182
2741	0.7003257856
2742	0.7002478707
2743	0.7001947982
2744	0.700143066
2745	0.7000470759
2746	0.6999061571
2747	0.6998256581
2748	0.6997709966
2749	0.699715857
2750	0.6996579521
2751	0.6995917407
2752	0.6995210278
2753	0.6994614402
2754	0.6993924025
2755	0.6993410849
2756	0.6992742436
2757	0.6992087101
2758	0.6991670519
2759	0.699059299
2760	0.6989581474
2761	0.6988580869
2762	0.6987900566
2763	0.6987500666
2764	0.6985964272
2765	0.6985093822
2766	0.6984417937
2767	0.6983248766
2768	0.6982293593
2769	0.6981347658
2770	0.6980711839
2771	0.6979899293
2772	0.6979453539
2773	0.6978615926
2774	0.6977925726
2775	0.6977385199
2776	0.6976806816
2777	0.6975912333
2778	0.6975065966
2779	0.6974249754
2780	0.6973414271
2781	0.6972050944
2782	0.6971252449
2783	0.6970665518
2784	0.6969052039
2785	0.6968171634
2786	0.6967391873
2787	0.6966262958
2788	0.6965573334
2789	0.6964809564
2790	0.6964292852
2791	0.6963916629
2792	0.6963317582
2793	0.6961986718
2794	0.6961325737
2795	0.6960300235
2796	0.6959789639
2797	0.695913581
2798	0.6958532066
2799	0.6957191007
2800	0.6956511398
2801	0.6955533383
2802	0.6955046738
2803	0.6954589623
2804	0.6953337273
2805	0.6952613168
2806	0.6952149603
2807	0.695151063
2808	0.6950243802
2809	0.6949238001
2810	0.694860348
2811	0.6947973367
2812	0.6947014631
2813	0.694614733
2814	0.6945261691
2815	0.6944467276
2816	0.6944015651
2817	0.6943236518
2818	0.6942807765
2819	0.6940711875
2820	0.6940020296
2821	0.6939705537
2822	0.6938980538
2823	0.6938466581
2824	0.6937668952
2825	0.6936981479
2826	0.6936040521
2827	0.6935421911
2828	0.6934601297
2829	0.6932589261
2830	0.6931758576
2831	0.6930895602
2832	0.693011348
2833	0.6929260093
2834	0.6928358399
2835	0.6927370462
2836	0.692649781
2837	0.6925913085
2838	0.6925309043
2839	0.6924648512
2840	0.6923508072
2841	0.6923023284
2842	0.692254103
2843	0.6921917635
2844	0.6921328903
2845	0.6920476798
2846	0.6918869858
2847	0.691819998
2848	0.6917361564
2849	0.6916506192
2850	0.6915884874
2851	0.691448086
2852	0.6913891055
2853	0.6913088272
2854	0.6912325075
2855	0.6911394184
2856	0.691034151
2857	0.6909293288
2858	0.6908549405
2859	0.6907666232
2860	0.690677003
2861	0.6905698343
2862	0.6905066985
2863	0.6904038897
2864	0.6903369079
2865	0.6902848179
2866	0.6902244352
2867	0.6901609076
2868	0.6899856112
2869	0.6898974102
2870	0.6898487629
2871	0.6897201211
2872	0.6896111827
2873	0.6895243983
2874	0.6894096705
2875	0.6893240459
2876	0.6892609439
2877	0.6891753977
2878	0.6891039314
2879	0.6890275082
2880	0.6889917363
2881	0.6889295259
2882	0.6888632218
2883	0.6887199141
2884	0.6886228419
2885	0.6884884018
2886	0.6883678298
2887	0.6881298992
2888	0.6880693374
2889	0.6879406695
2890	0.6878534904
2891	0.6877689824
2892	0.6876907216
2893	0.6876145109
2894	0.687532813
2895	0.6874452919
2896	0.6873657935
2897	0.6872958645
2898	0.6872145186
2899	0.6868897946
2900	0.6868308572
2901	0.6867448559
2902	0.6866188307
2903	0.6865546454
2904	0.6864184659
2905	0.6863639852
2906	0.6862853695
2907	0.6862307101
2908	0.6861645173
2909	0.6860702353
2910	0.6859458898
2911	0.6858766141
2912	0.685822896
2913	0.6857591497
2914	0.6856736934
2915	0.6855722416
2916	0.6854890871
2917	0.6854405599
2918	0.6854079522
2919	0.685269968
2920	0.6851876472
2921	0.6851232821
2922	0.6850062862
2923	0.6849265866
2924	0.6848774254
2925	0.6848056623
2926	0.6847276813
2927	0.6846539099
2928	0.6845559493
2929	0.6844929604
2930	0.6844084075
2931	0.6843337601
2932	0.6841942263
2933	0.6841207398
2934	0.684067987
2935	0.6840159061
2936	0.6839433934
2937	0.6838567819
2938	0.683797878
2939	0.6837180047
2940	0.6836410819
2941	0.6835760791
2942	0.6835199439
2943	0.6834211165
2944	0.6833484674
2945	0.6832823853
2946	0.6832180509
2947	0.6831370105
2948	0.6830743778
2949	0.6830269545
2950	0.6829627282
2951	0.6829053729
2952	0.6828280906
2953	0.6827256548
2954	0.682667138
2955	0.6826228908
2956	0.6825282576
2957	0.6824740142
2958	0.682404374
2959	0.6823514007
2960	0.6822571943
2961	0.6822011612
2962	0.6820638299
2963	0.6820070728
2964	0.681952971
2965	0.6818876555
2966	0.681827326
2967	0.6817675549
2968	0.681646292
2969	0.6814654685
2970	0.6813157901
2971	0.6812648917
2972	0.6811812681
2973	0.6811008595
2974	0.6810360881
2975	0.680902377
2976	0.6808283856
2977	0.6807744574
2978	0.6807155201
2979	0.680635904
2980	0.6805522872
2981	0.6804788832
2982	0.6804463778
2983	0.6803891661
2984	0.6803238768
2985	0.6802732736
2986	0.6802232439
2987	0.6801377451
2988	0.680086841
2989	0.6799933717
2990	0.6799488869
2991	0.6799058925
2992	0.6798359511
2993	0.6797237503
2994	0.6796595943
2995	0.6795880799
2996	0.679483668
2997	0.6794256105
2998	0.6793820178
2999	0.6793176279
3000	0.6792708628
3001	0.679212379
3002	0.6791579548
3003	0.6790834812
3004	0.6790117347
